sequenceID	source.name	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	minor_subsublineage
KJ189327	ncbi-nuccore	1	1V				
KJ189328	ncbi-nuccore	1	1V				
KJ189329	ncbi-nuccore	1	1V	1V_C			
KJ189330	ncbi-nuccore	1	1V	1V_C			
KJ189331	ncbi-nuccore	1	1V				
KJ189332	ncbi-nuccore	1	1V				
KJ189333	ncbi-nuccore	1	1V				
KJ189334	ncbi-nuccore	1	1V	1V_C			
KJ189335	ncbi-nuccore	1	1V	1V_C			
KJ189336	ncbi-nuccore	1	1V	1V_C			
KJ189337	ncbi-nuccore	1	1V				
KJ189338	ncbi-nuccore	1	1V				
KJ189339	ncbi-nuccore	1	1V				
KJ189340	ncbi-nuccore	1	1V	1V_C			
KJ189341	ncbi-nuccore	1	1V				
KJ189342	ncbi-nuccore	1	1V				
KJ189343	ncbi-nuccore	1	1V				
KJ189344	ncbi-nuccore	1	1V	1V_C			
KJ189345	ncbi-nuccore	1	1V				
KJ189346	ncbi-nuccore	1	1V	1V_C			
KJ189347	ncbi-nuccore	1	1V	1V_C			
KJ189348	ncbi-nuccore	1	1V	1V_B			
KJ189349	ncbi-nuccore	1	1V	1V_B			
KJ189350	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189351	ncbi-nuccore	1	1V	1V_E			
KJ189352	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189353	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189354	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189355	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189356	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189357	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189358	ncbi-nuccore	1	1V				
KJ189359	ncbi-nuccore	1	1V	1V_E			
KJ189360	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189361	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189362	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189363	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189364	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189365	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189366	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189367	ncbi-nuccore	1	1V	1V_E	1V_E3		
KJ189368	ncbi-nuccore	1	1V	1V_C			
KJ189369	ncbi-nuccore	1	1V	1V_C			
KJ189370	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.2	
KJ438293	ncbi-nuccore	1	1I				
KJ438296	ncbi-nuccore	1	1I	1I_K	1I_K6		
KJ468234	ncbi-nuccore	1	1I				
KJ579240	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ579241	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ579242	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ579243	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ579244	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ579245	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ579246	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ579247	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ579248	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596658	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596659	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596660	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596661	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596662	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596663	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596664	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596665	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596666	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596667	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596668	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596669	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596670	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596671	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596672	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596673	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ596674	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KJ622191	ncbi-nuccore	3	3II	3II_B			
KJ622192	ncbi-nuccore	3	3II	3II_B			
KJ622193	ncbi-nuccore	3	3II	3II_B			
KJ622194	ncbi-nuccore	3	3II	3II_B			
KJ622195	ncbi-nuccore	3	3II	3II_B			
KJ622196	ncbi-nuccore	3	3II	3II_B			
KJ622197	ncbi-nuccore	3	3II	3II_B			
KJ622198	ncbi-nuccore	3	3II	3II_B			
KJ622199	ncbi-nuccore	3	3II	3II_B			
KJ643590	ncbi-nuccore	3	3III	3III_C			
KJ649286	ncbi-nuccore	1	1I	1I_B			
KJ701507	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
KJ726662	ncbi-nuccore	1	1I				
KJ726663	ncbi-nuccore	1	1I				
KJ726664	ncbi-nuccore	1	1I				
KJ726665	ncbi-nuccore	1	1I				
KJ734727	ncbi-nuccore	2	2IV				
KJ737429	ncbi-nuccore	3	3II	3II_A			
KJ737430	ncbi-nuccore	3	3II	3II_A			
KJ755855	ncbi-nuccore	1	1I	1I_H	1I_H1		
KJ806939	ncbi-nuccore	1	1IV	1IV_B	1IV_B1		
KJ806941	ncbi-nuccore	1	1I	1I_H	1I_H1		
KJ806943	ncbi-nuccore	1	1I				
KJ806944	ncbi-nuccore	1	1I				
KJ806945	ncbi-nuccore	1	1I	1I_K	1I_K6		
KJ806946	ncbi-nuccore	1	1I	1I_H	1I_H1		
KJ806947	ncbi-nuccore	1	1I				
KJ806949	ncbi-nuccore	1	1I			1I_K1.2	
KJ806950	ncbi-nuccore	1	1III	1III_B			
KJ806951	ncbi-nuccore	1	1I				
KJ806953	ncbi-nuccore	1	1I	1I_K	1I_K3		
KJ806959	ncbi-nuccore	1	1I	1I_K	1I_K2		
KJ806961	ncbi-nuccore	1	1I			1I_K1.2	
KJ806963	ncbi-nuccore	1	1I	1I_K	1I_K3		
KJ830750	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
KJ830751	ncbi-nuccore	3	3III	3III_A	3III_A2		
KJ918750	ncbi-nuccore	2	2I				
KJ933413	ncbi-nuccore	1	1IV	1IV_B	1IV_B1		
KM190936	ncbi-nuccore	4	4II	4II_B	4II_B1		
KM190937	ncbi-nuccore	3	3V				
KM204118	ncbi-nuccore	2					
KM204119	ncbi-nuccore	1		1I_B			
KM217156	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
KM217157	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
KM217158	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
KM279513	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279514	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279515	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279516	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279517	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279518	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279519	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279520	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279521	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279522	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279523	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279524	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279525	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279526	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279527	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279528	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279529	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279530	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279531	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279532	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279533	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279534	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279535	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279536	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279537	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279538	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279539	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279540	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279541	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279542	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279543	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279544	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279545	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279546	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279547	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279548	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279549	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279550	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279551	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279552	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279553	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279554	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279555	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279556	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279557	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279558	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279559	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279560	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279561	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279562	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279563	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279564	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279565	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279566	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279567	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279568	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279569	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279570	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279571	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279572	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279573	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279574	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279575	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279576	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279577	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279578	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279579	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279580	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279581	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279582	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279583	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279584	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279585	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279586	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279587	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279588	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279589	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279590	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279591	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279592	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279593	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279594	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279595	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279596	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279597	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279598	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279599	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279600	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279601	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279602	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279603	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279604	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279605	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279606	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279607	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279608	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279609	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM279610	ncbi-nuccore	2	2II	2II_E	2II_E1		
KM403575	ncbi-nuccore	1	1III	1III_A			
KM403576	ncbi-nuccore	1	1III	1III_A			
KM403577	ncbi-nuccore	1	1III	1III_A			
KM403578	ncbi-nuccore	1	1III	1III_A			
KM403579	ncbi-nuccore	1	1III	1III_A			
KM403580	ncbi-nuccore	1	1III	1III_A			
KM403581	ncbi-nuccore	1	1III	1III_A			
KM403582	ncbi-nuccore	1	1III	1III_A			
KM403583	ncbi-nuccore	1	1III	1III_A			
KM403584	ncbi-nuccore	1	1III	1III_A			
KM403585	ncbi-nuccore	1	1III	1III_A			
KM403586	ncbi-nuccore	1	1III	1III_A			
KM403587	ncbi-nuccore	1	1III	1III_A			
KM403588	ncbi-nuccore	1	1III	1III_A			
KM403589	ncbi-nuccore	1	1III	1III_A			
KM403590	ncbi-nuccore	1	1III	1III_A			
KM403591	ncbi-nuccore	1	1III	1III_A			
KM403592	ncbi-nuccore	1	1III	1III_A			
KM403593	ncbi-nuccore	1	1III	1III_A			
KM403594	ncbi-nuccore	1	1III	1III_A			
KM403595	ncbi-nuccore	1	1III	1III_A			
KM403596	ncbi-nuccore	1	1III	1III_A			
KM403597	ncbi-nuccore	1	1III	1III_A			
KM403598	ncbi-nuccore	1	1III	1III_A			
KM403599	ncbi-nuccore	1	1III	1III_A			
KM403600	ncbi-nuccore	1	1III	1III_A			
KM403601	ncbi-nuccore	1	1III	1III_A			
KM403602	ncbi-nuccore	1	1III	1III_A			
KM403603	ncbi-nuccore	1	1III	1III_A			
KM403604	ncbi-nuccore	1	1III	1III_A			
KM403605	ncbi-nuccore	1	1III	1III_A			
KM403606	ncbi-nuccore	1	1III	1III_A			
KM403607	ncbi-nuccore	1	1III	1III_A			
KM403608	ncbi-nuccore	1	1III	1III_A			
KM403609	ncbi-nuccore	1	1III	1III_A			
KM403610	ncbi-nuccore	1	1III	1III_A			
KM403611	ncbi-nuccore	1	1III	1III_A			
KM403612	ncbi-nuccore	1	1III	1III_A			
KM403613	ncbi-nuccore	1	1III	1III_A			
KM403614	ncbi-nuccore	1	1III	1III_A			
KM403615	ncbi-nuccore	1	1III	1III_A			
KM403616	ncbi-nuccore	1	1III	1III_A			
KM403617	ncbi-nuccore	1	1III	1III_A			
KM403618	ncbi-nuccore	1	1III	1III_A			
KM403619	ncbi-nuccore	1	1III	1III_A			
KM403620	ncbi-nuccore	1	1III	1III_A			
KM403621	ncbi-nuccore	1	1III	1III_A			
KM403622	ncbi-nuccore	1	1III	1III_A			
KM403623	ncbi-nuccore	1	1III	1III_A			
KM403624	ncbi-nuccore	1	1III	1III_A			
KM403625	ncbi-nuccore	1	1III	1III_A			
KM403626	ncbi-nuccore	1	1III	1III_A			
KM403627	ncbi-nuccore	1	1III	1III_A			
KM403628	ncbi-nuccore	1	1III	1III_A			
KM403629	ncbi-nuccore	1	1III	1III_A			
KM403630	ncbi-nuccore	1	1III	1III_A			
KM403631	ncbi-nuccore	1	1III	1III_A			
KM403632	ncbi-nuccore	1	1III	1III_A			
KM403633	ncbi-nuccore	1	1III	1III_A			
KM403634	ncbi-nuccore	1	1III	1III_A			
KM403635	ncbi-nuccore	1	1III	1III_A			
KM403636	ncbi-nuccore	1	1III	1III_A			
KM587709	ncbi-nuccore	2					
KP012546	ncbi-nuccore	2	2II	2II_D	2II_D1		
KP140942	ncbi-nuccore	4	4II	4II_B			
KP188539	ncbi-nuccore	1	1V	1V_A			
KP188540	ncbi-nuccore	1	1V	1V_E	1V_E4		
KP188541	ncbi-nuccore	1	1V	1V_E	1V_E4		
KP188542	ncbi-nuccore	1	1V	1V_E	1V_E4		
KP188543	ncbi-nuccore	1	1V	1V_A			
KP188544	ncbi-nuccore	1	1V	1V_A			
KP188545	ncbi-nuccore	1	1V	1V_A			
KP188546	ncbi-nuccore	1	1V	1V_A			
KP188547	ncbi-nuccore	1	1V	1V_A			
KP188548	ncbi-nuccore	1	1V	1V_A			
KP188549	ncbi-nuccore	2	2III	2III_C	2III_C2		
KP188550	ncbi-nuccore	2	2III	2III_C	2III_C2		
KP188551	ncbi-nuccore	2	2III	2III_C	2III_C2		
KP188552	ncbi-nuccore	2	2III	2III_C	2III_C2		
KP188553	ncbi-nuccore	2	2III	2III_C	2III_C2		
KP188554	ncbi-nuccore	2	2III	2III_C	2III_C2		
KP188555	ncbi-nuccore	2	2III	2III_C	2III_C2		
KP188556	ncbi-nuccore	2	2III	2III_C	2III_C2		
KP188557	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KP188558	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KP188559	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KP188560	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KP188561	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KP188562	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KP188563	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KP188564	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KP188565	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KP188566	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KP188567	ncbi-nuccore	1	1V	1V_A			
KP188568	ncbi-nuccore	1	1V	1V_A			
KP188569	ncbi-nuccore	2	2III	2III_C	2III_C2		
KP398852	ncbi-nuccore	1	1I				
KP406801	ncbi-nuccore	1	1III	1III_B			
KP406802	ncbi-nuccore	1	1I	1I_K	1I_K4		
KP406803	ncbi-nuccore	1	1IV	1IV_B	1IV_B1		
KP406804	ncbi-nuccore	2					
KP406805	ncbi-nuccore	3	3V				
KP406806	ncbi-nuccore	4	4I				
KP686070	ncbi-nuccore	1	1III	1III_A			
KP723473	ncbi-nuccore	1	1III	1III_A			
KP723476	ncbi-nuccore	1	1I	1I_K	1I_K3		
KP723478	ncbi-nuccore	2	2II	2II_D	2II_D1		
KP723479	ncbi-nuccore	2	2II	2II_D	2II_D2		
KP723482	ncbi-nuccore	4	4II	4II_A	4II_A2		
KP772252	ncbi-nuccore	1	1I	1I_K	1I_K2		
KP792537	ncbi-nuccore	4	4I	4I_A	4I_A1		
KR011349	ncbi-nuccore	4	4I				
KR024705	ncbi-nuccore	1	1III	1III_A			
KR024706	ncbi-nuccore	1	1III	1III_A			
KR024707	ncbi-nuccore	1	1III	1III_A			
KR024708	ncbi-nuccore	1	1III	1III_A			
KR028435	ncbi-nuccore	1	1I	1I_K	1I_K2		
KR052012	ncbi-nuccore	1	1III	1III_A			
KR071622	ncbi-nuccore	1	1III	1III_A			
KR296743	ncbi-nuccore	3	3II	3II_B			
KR296744	ncbi-nuccore	3	3II	3II_B			
KR779782	ncbi-nuccore	2	2II	2II_E	2II_E1		
KR779783	ncbi-nuccore	1	1III	1III_A			
KR779786	ncbi-nuccore	2	2II	2II_E	2II_E1		
KR919820	ncbi-nuccore	1					
KR919821	ncbi-nuccore	1	1I				
KR920365	ncbi-nuccore	2	2II	2II_C	2II_C2		
KR922405	ncbi-nuccore	4	4I	4I_A	4I_A2		
KT026308	ncbi-nuccore	4	4I	4I_A	4I_A2		
KT026309	ncbi-nuccore	4	4I	4I_A	4I_A2		
KT026310	ncbi-nuccore	4	4I	4I_A	4I_A2		
KT187553	ncbi-nuccore	2	2II	2II_D	2II_D1		
KT187554	ncbi-nuccore	2	2II	2II_D	2II_D1		
KT187555	ncbi-nuccore	2	2II	2II_D	2II_D1		
KT187556	ncbi-nuccore	2	2II	2II_D	2II_D1		
KT187557	ncbi-nuccore	2	2II	2II_D	2II_D1		
KT187558	ncbi-nuccore	2	2II	2II_D	2II_D1		
KT187559	ncbi-nuccore	1	1III	1III_A			
KT187560	ncbi-nuccore	1	1III	1III_A			
KT187561	ncbi-nuccore	1	1III	1III_A			
KT187562	ncbi-nuccore	1	1III	1III_A			
KT187563	ncbi-nuccore	1	1III	1III_A			
KT187564	ncbi-nuccore	1	1I	1I_K	1I_K6		
KT276273	ncbi-nuccore	4	4II	4II_B			
KT279761	ncbi-nuccore	1	1V	1V_E	1V_E3		
KT424097	ncbi-nuccore	3	3II	3II_B			
KT445955	ncbi-nuccore	1	1I				
KT445956	ncbi-nuccore	1	1I				
KT445957	ncbi-nuccore	1	1I				
KT445958	ncbi-nuccore	1	1I				
KT445959	ncbi-nuccore	1	1I				
KT445960	ncbi-nuccore	1	1I				
KT445961	ncbi-nuccore	1	1I				
KT445962	ncbi-nuccore	1	1I				
KT445963	ncbi-nuccore	1	1I				
KT726340	ncbi-nuccore	3	3III	3III_C	3III_C1		
KT726341	ncbi-nuccore	3	3III	3III_C	3III_C1		
KT726342	ncbi-nuccore	3	3III	3III_C			
KT726343	ncbi-nuccore	3	3III	3III_C			
KT726344	ncbi-nuccore	3	3III	3III_C			
KT726345	ncbi-nuccore	3	3III	3III_C			
KT726346	ncbi-nuccore	3	3III	3III_C			
KT726347	ncbi-nuccore	3	3III	3III_C			
KT726348	ncbi-nuccore	3	3III	3III_C			
KT726349	ncbi-nuccore	3	3III	3III_C			
KT726350	ncbi-nuccore	3	3III	3III_C			
KT726351	ncbi-nuccore	3	3III	3III_C			
KT726352	ncbi-nuccore	3	3III	3III_C			
KT726353	ncbi-nuccore	3	3III	3III_C			
KT726354	ncbi-nuccore	3	3III	3III_C			
KT726355	ncbi-nuccore	3	3III	3III_C			
KT726356	ncbi-nuccore	3	3III	3III_C			
KT726357	ncbi-nuccore	3	3III	3III_C			
KT726358	ncbi-nuccore	3	3III	3III_C			
KT726359	ncbi-nuccore	3	3III	3III_C			
KT726360	ncbi-nuccore	3	3III	3III_C			
KT726361	ncbi-nuccore	3	3III	3III_C			
KT794007	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KT827364	ncbi-nuccore	1	1IV	1IV_C			
KT827365	ncbi-nuccore	1	1I				
KT827366	ncbi-nuccore	1	1IV	1IV_C			
KT827367	ncbi-nuccore	1	1IV	1IV_B	1IV_B1		
KT827368	ncbi-nuccore	1	1I				
KT827369	ncbi-nuccore	1	1I	1I_G			
KT827370	ncbi-nuccore	1	1I	1I_K	1I_K6		
KT827371	ncbi-nuccore	1	1I	1I_J			
KT827372	ncbi-nuccore	1	1I	1I_K	1I_K6		
KT827373	ncbi-nuccore	1	1I	1I_K	1I_K2		
KT827374	ncbi-nuccore	1	1III	1III_A			
KT827375	ncbi-nuccore	1	1III	1III_A			
KT827376	ncbi-nuccore	1	1I	1I_K	1I_K6		
KT827377	ncbi-nuccore	1	1III	1III_A			
KT827378	ncbi-nuccore	1	1III	1III_A			
KT827379	ncbi-nuccore	1	1I	1I_K	1I_K6		
KT831765	ncbi-nuccore	1	1I	1I_K	1I_K3		
KU050695	ncbi-nuccore	3	3V				
KU094070	ncbi-nuccore	2					
KU094071	ncbi-nuccore	1					
KU216208	ncbi-nuccore	3	3III	3III_B	3III_B1		
KU216209	ncbi-nuccore	3	3III	3III_B	3III_B1		
KU365900	ncbi-nuccore	1	1I				
KU365901	ncbi-nuccore	2	2II	2II_D	2II_D3		
KU365902	ncbi-nuccore	2	2II	2II_D	2II_D3		
KU365903	ncbi-nuccore	2	2II	2II_D	2II_D3		
KU509249	ncbi-nuccore	1	1V				
KU509250	ncbi-nuccore	1	1I		1I_H1		
KU509251	ncbi-nuccore	1	1V	1V_E			
KU509252	ncbi-nuccore	1	1V	1V_E			
KU509253	ncbi-nuccore	1	1I				
KU509254	ncbi-nuccore	1	1V	1V_F			
KU509255	ncbi-nuccore	1	1III	1III_A			
KU509256	ncbi-nuccore	1	1I	1I_F	1I_K7		
KU509257	ncbi-nuccore	1	1I	1I_K	1I_K6		
KU509258	ncbi-nuccore	1	1I	1I_B			
KU509259	ncbi-nuccore	1	1I	1I_F			
KU509260	ncbi-nuccore	1	1I	1I_F			
KU509261	ncbi-nuccore	1	1IV	1IV_C			
KU509262	ncbi-nuccore	1	1I	1I_F	1I_K7		
KU509263	ncbi-nuccore	1	1I				
KU509264	ncbi-nuccore	1	1V				
KU509265	ncbi-nuccore	1	1I				
KU509266	ncbi-nuccore	1	1I				
KU509267	ncbi-nuccore	2	2III	2III_D	2III_D1		
KU509268	ncbi-nuccore	2	2II				
KU509269	ncbi-nuccore	2	2II	2II_C	2II_C2		
KU509270	ncbi-nuccore	2	2II	2II_D	2II_D3		
KU509271	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
KU509272	ncbi-nuccore	2	2II	2II_E	2II_E1		
KU509273	ncbi-nuccore	2	2V	2V_A			
KU509274	ncbi-nuccore	2	2II	2II_C	2II_C2		
KU509275	ncbi-nuccore	2	2II	2II_C			
KU509276	ncbi-nuccore	2	2II	2II_C	2II_C1		
KU509277	ncbi-nuccore	2	2II	2II_C	2II_C1		
KU509278	ncbi-nuccore	3	3III	3III_C			
KU509279	ncbi-nuccore	3	3I	3I_C			
KU509280	ncbi-nuccore	3	3II	3II_A	3II_A5		
KU509281	ncbi-nuccore	3	3III	3III_B			
KU509282	ncbi-nuccore	3	3III	3III_B	3III_B2		
KU509283	ncbi-nuccore	3	3III	3III_A	3III_A1		
KU509284	ncbi-nuccore	3	3II	3II_A	3II_A5		
KU509285	ncbi-nuccore	3	3I	3I_A			
KU509286	ncbi-nuccore	3	3III	3III_B			
KU509287	ncbi-nuccore	4	4I	4I_B	4I_B2		
KU509288	ncbi-nuccore	4	4II	4II_A	4II_A1		
KU513441	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KU513442	ncbi-nuccore	4	4II	4II_B	4II_B1		
KU517845	ncbi-nuccore	2	2II	2II_E	2II_E2		
KU517846	ncbi-nuccore	2	2II	2II_F	2II_F2	2II_F2.1	
KU517847	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
KU523871	ncbi-nuccore	4	4II	4II_A			
KU523872	ncbi-nuccore	4	4II	4II_A	4II_A1		
KU666939	ncbi-nuccore	1	1I	1I_K	1I_K2		
KU666940	ncbi-nuccore	1	1I	1I_K	1I_K3		
KU666941	ncbi-nuccore	1	1I	1I_K	1I_K3		
KU666942	ncbi-nuccore	1	1I	1I_K	1I_K3		
